Cabang,Usia_Ulasan,Tanggal_Scrape,Teks_Ulasan,Teks_Bersih,Tanggal_Ulasan,Label_Prediksi
Gacoan Sawangan,setahun lalu,2026-04-17,"Saya pesen lewat apk shope mesen mie gacoan level 1 di jam 2:30 mlm tapi kaya level nol cabenya gak ada, giliran saya takeway mesen level 1 cabenya banyak banget kaya level 3 gimana ceritanya ini",saya pesan lewat apk shope pesan mie gacoan level 1 di jam 230 malam tapi kaya level nol cabenya tidak ada giliran saya takeway pesan level 1 cabenya banyak sekali kaya level 3 gimana ceritanya ini,2025-04-17,Negatif
Gacoan Sawangan,7 bulan lalu,2026-04-17,Sangat ramah pelayanan nya the best lah,sangat ramah pelayanan nya the best lah,2025-09-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,Makanan lumayan. Tp sayang kasir nya jutek. Ga sopan. Padahal harusnya senang KL customernya ada tambahan. Ini malah jawaban nya. Tambhn LG ????? Ya ampuuunnnnn MB jgn jutek2 karna kalian bw nama resto. Jgn sampe nama resto jelek gara2 …,makanan lumayan tapi sayang kasir nya jutek tidak sopan padahal harusnya senang kalau customernya ada tambahan ini malah jawaban nya tambhn lagi ya ampuuunnnnn mb jangan jutek2 karena kalian bawa nama resto jangan sampai nama resto jelek gara2,2025-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Kemaren lagi makan keganggu banget banyak lalat nya,kemarin lagi makan keganggu sekali banyak lalat nya,2024-04-17,Negatif
Gacoan Sawangan,5 bulan lalu,2026-04-17,Pegawai nya sangat ramah dan bersih,pegawai nya sangat ramah dan bersih,2025-11-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,tempatnya nyaman..karyawan nya ramah & mkanan nya jg enk pangsitnya jg kerenyess enk pokoknya dah..pertahankan trus kualitasnya👍 …,tempatnya nyamankaryawan nya ramah makanan nya juga enak pangsitnya juga kerenyess enak pokoknya dahpertahankan terus kualitasnya,2025-04-17,Positif
Gacoan Sawangan,4 bulan lalu,2026-04-17,Gacoan tiada dua untuk jenis mie gaco nya,gacoan tiada dua untuk jenis mie gaco nya,2025-12-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"pelayanannya bagus, crew ramah ramah, makanan enak",pelayanannya bagus crew ramah ramah makanan enak,2025-07-17,Positif
Gacoan Sawangan,4 bulan lalu,2026-04-17,"Pelayanan terbaik, cepat & Ramah",pelayanan terbaik cepat ramah,2025-12-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,Puas banget pelayanannya mas2 nya baik terutama mas paruk,puas sekali pelayanannya mas2 nya baik terutama mas paruk,2025-08-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"enakk banget sih makanan nya, terus bagus juga tempat nyaa, strategis bnget tempat nya",enakk sekali sih makanan nya terus bagus juga tempat nyaa strategis sangat tempat nya,2025-06-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,staff ramah ramah dan proses makanan cepat,staff ramah ramah dan proses makanan cepat,2025-09-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Rame bangeet, trs untuk side dishnya agak lama jadinya, lumayan agak kelaperan, tp untuk rasanya oke lah",ramai bangeet terus untuk side dishnya agak lama jadinya lumayan agak kelaparan tapi untuk rasanya oke lah,2025-04-17,Negatif
Gacoan Sawangan,Diedit 5 bulan lalu,2026-04-17,"pelayannya ramah, makanannya cepat datang dan dalam kondisi hangat",pelayannya ramah makanannya cepat datang dan dalam kondisi hangat,2025-11-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"Dapet Kaka cantik 💗💗💗 , pelayanan bagus , makanan dan minuman udah pasti enak dong …",dapat kakak cantik pelayanan bagus makanan dan minuman sudah pasti enak dong,2025-08-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"makanannya enak banget, pokoknya pas sama rasanya, goreng gorengannya juga masih panas pas dimana",makanannya enak sekali pokoknya pas sama rasanya goreng gorengannya juga masih panas pas dimana,2025-07-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,overall tempatnya nyaman cm sistemnya untuk ngambil side dish msh pke mic dipanggil nama sedangkan suaranya bergema dan tidak begitu terdengar jelas...better pke sistem sperti di margonda yg pke alarm klo makanan sudh jadi kita tinggal ambil,overall tempatnya nyaman cuma sistemnya untuk ambil side dish masih pakai mic dipanggil nama sedangkan suaranya bergema dan tidak begitu terdengar jelasbetter pakai sistem seperti di margonda yang pakai alarm kalau makanan sudah jadi kita tinggal ambil,2025-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Enak & murah, tapi tingkat kepedasan kadang gak konsisten. Paling aman pesan level 1 aja. Es coklatnya enak banget, rasanya cenderung pahit dan teksturnya creamy padahal harganya murah. Tempatnya besar. Walaupan rame tapi gak pengap karena ya memang konsepnya kebuka gitu. Banyak kipas anginnya.",enak murah tapi tingkat kepedasan kadang tidak konsisten paling aman pesan level 1 saja es coklatnya enak sekali rasanya cenderung pahit dan teksturnya creamy padahal harganya murah tempatnya besar walaupan ramai tapi tidak pengap karena ya memang konsepnya kebuka begitu banyak kipas anginnya,2024-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,"Pelayanan sangat ramah, makanannya cepat datang pokoknya wajib dateng kesini dehhh!!",pelayanan sangat ramah makanannya cepat datang pokoknya wajib datang kesini dehhh,2025-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Untuk karyawan bagian kasir nya mukanya begitu kusut tidak ada senyum nya dan tidak ramah, dan pelayan di bagian depan untuk online dan take a way sangat lambat dan kaku... Beda sama karyawan mie gacoan margonda (is the best )",untuk karyawan bagian kasir nya mukanya begitu kusut tidak ada senyum nya dan tidak ramah dan pelayan di bagian depan untuk online dan take way sangat lambat dan kaku beda sama karyawan mie gacoan margonda is the best,2025-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Selalu ramai karena murah dan nyaman.,selalu ramai karena murah dan nyaman,2024-04-17,Positif
Gacoan Sawangan,11 bulan lalu,2026-04-17,Tempatnya bagus nyaman... ka anisa dan ka ade orangnya ramah,tempatnya bagus nyaman ka anisa dan ka ade orangnya ramah,2025-05-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,Sebenernya kesini karna gak sengaja lagi laper terus pas liat lagi gak ngantri panjang jadinya muter balik dan makan disini. Kemaren pesen level 2 undah pedes banget bagi yg gak terlalu suka pedess banget nyari aman level 1 sepertinya. Dan …,sebenarnya kesini karena tidak sengaja lagi lapar terus pas liat lagi tidak ngantri panjang jadinya muter balik dan makan disini kemarin pesan level 2 undah pedas sekali bagi yang tidak terlalu suka pedess sekali cari aman level 1 sepertinya dan,2024-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Makanan enak, harga oke, pelayanan cukup ok, hanya 1 ,kenapa diperbolehkan untuk merokok? Padahal saya seneng bgt makan disini bawa anakanak, dan saya liat juga banyak customer lain yg bawa anakanak, saya aja lagi makan pedes sambil hirup …",makanan enak harga oke pelayanan cukup oke hanya 1 kenapa diperbolehkan untuk merokok padahal saya senang sangat makan disini bawa anakanak dan saya liat juga banyak customer lain yang bawa anakanak saya saja lagi makan pedas sambil hirup,2024-04-17,Negatif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"tempat ny nyaman, pelayanan nya ramah dan cepat",tempat ny nyaman pelayanan nya ramah dan cepat,2025-07-17,Positif
Gacoan Sawangan,3 bulan lalu,2026-04-17,Makanan dan minuman sesuai dan cepat,makanan dan minuman sesuai dan cepat,2026-01-17,Positif
Gacoan Sawangan,2 bulan lalu,2026-04-17,enak banget cepeet juga mantap,enak sekali cepeet juga mantap,2026-02-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,tempat nya enakk udah sering banget kesini pelayanan nya juga cepet,tempat nya enakk sudah sering sekali kesini pelayanan nya juga cepat,2025-08-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"Cocok untuk kumpul keluarga ataupun temen harga murah meriah, rasa enak, suasana nyaman,,",cocok untuk kumpul keluarga ataupun teman harga murah meriah rasa enak suasana nyaman,2025-06-17,Positif
Gacoan Sawangan,4 bulan lalu,2026-04-17,Astagaa enak sekaliii the best in the world,astagaa enak sekaliii the best in the world,2025-12-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,bagus rekomen masih rame n harga sahabat dikantong pokoknya. sukses selalu Mie Gacoan,bagus rekomen masih ramai harga sahabat dikantong pokoknya sukses selalu mie gacoan,2025-07-17,Positif
Gacoan Sawangan,4 bulan lalu,2026-04-17,dekett dari rumah terus enak mie nyaa,dekett dari rumah terus enak mie nyaa,2025-12-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"crew nya ramah, pelayanan cepatt",crew nya ramah pelayanan cepatt,2025-06-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"pelayanan oke, makanan juga oke!",pelayanan oke makanan juga oke,2025-04-17,Positif
Gacoan Sawangan,5 bulan lalu,2026-04-17,"makanannya lebih enakk, greattt!!!",makanannya lebih enakk greattt,2025-11-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"tempat nyaman, pelayanan bagus, dan makanannya enak bgtttt",tempat nyaman pelayanan bagus dan makanannya enak bgtttt,2025-07-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"Pelayanan di luar ekspetasi saya, dengan jumlah pengunjung yang sedang ramai saya tetap dapat pelayanan yang cepat dan optimal",pelayanan di luar ekspetasi saya dengan jumlah pengunjung yang sedang ramai saya tetap dapat pelayanan yang cepat dan optimal,2025-06-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"enak banget maoanannya, pelayanannya juga bagusss, trmpatnya bersih dan cofy",enak sekali maoanannya pelayanannya juga bagusss trmpatnya bersih dan cofy,2025-08-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Bersih tempatnya, karyawannya ramah, nyaman, luas juga, rekomen guys boleh banget jadi tempat kongkow bareng bestii. Affordable. Good job mie gacoan.",bersih tempatnya karyawannya ramah nyaman luas juga rekomen guys boleh sekali jadi tempat kongkow bareng bestii affordable good job mie gacoan,2025-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"DEAR MANAJEMEN MIE GACOAN DEPOK SAWANGAN, TOLONG SUPAYA STAFF SERVICE MENJALANKAN PRE-BUSHING AKTIF SERTA CLEAR UP TABLE DENGAN CEPAT SUPAYA WAITING LIST BERJALAN LEBIH BAIK AGAR PEPUTARAN SALES JUGA …",dear manajemen mie gacoan depok sawangan tolong supaya staff service menjalankan prebushing aktif serta clear up table dengan cepat supaya waiting list berjalan lebih baik agar peputaran sales juga,2025-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,"tempatnya bagus dan nyaman, penyusunan meja dan antrian juga enak, pelayanan ramah, lighting bagus untuk foto dan tiktokan, deket rumah ^__^",tempatnya bagus dan nyaman penyusunan meja dan antrian juga enak pelayanan ramah lighting bagus untuk foto dan tiktokan deket rumah __,2025-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,Mie nya ky asal ga mateng ga ada bumbu padahal lv 2 Trus pernah beli juga pesen lv 2 tapi berasa lv 5 Tolong dong kualitas makanannya ko begini ya,mie nya ky asal tidak matang tidak ada bumbu padahal lv 2 terus pernah beli juga pesan lv 2 tapi berasa lv 5 tolong dong kualitas makanannya ko begini ya,2025-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Luar biasa dengan rasa yang khas dan pas, sambutan baik dari pelayanannya",luar biasa dengan rasa yang khas dan pas sambutan baik dari pelayanannya,2024-04-17,Positif
Gacoan Sawangan,4 bulan lalu,2026-04-17,pelayanan ramah2 semua mantapp,pelayanan ramah2 semua mantapp,2025-12-17,Positif
Gacoan Sawangan,6 bulan lalu,2026-04-17,Tempat dan pelayanannya baguss,tempat dan pelayanannya baguss,2025-10-17,Positif
Gacoan Sawangan,11 bulan lalu,2026-04-17,"Pelayanannya bagus ,makanan makanannya juga enak",pelayanannya bagus makanan makanannya juga enak,2025-05-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"nyaman, pelayanannya baik",nyaman pelayanannya baik,2025-09-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,Ok lah makin kesini makin ada perubahan pelayanan nya.... CEPAT terima kasih tolong di pertahankan 🙏 …,oke lah makin kesini makin ada perubahan pelayanan nya cepat terima kasih tolong di pertahankan,2025-07-17,Negatif
Gacoan Sawangan,6 bulan lalu,2026-04-17,Pelayanan nya oke banget🫶🏻 …,pelayanan nya oke sekali,2025-10-17,Positif
Gacoan Sawangan,11 bulan lalu,2026-04-17,"makanan sangat enak, kebersihan juga sangat terjaga, pelayanan yang diberikan juga sangat baik terhadap pelanggan.",makanan sangat enak kebersihan juga sangat terjaga pelayanan yang diberikan juga sangat baik terhadap pelanggan,2025-05-17,Positif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"rasa mienya the best si, selalu banyak promo di setiap waktunya, sukses terus yaaaaaaa",rasa mienya the best si selalu banyak promo di setiap waktunya sukses terus yaaaaaaa,2025-08-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"bagus, bersih, pelayanannya ramah",bagus bersih pelayanannya ramah,2025-09-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"Bagus, menarik dan tempatnya bersih",bagus menarik dan tempatnya bersih,2025-09-17,Positif
Gacoan Sawangan,5 bulan lalu,2026-04-17,"enak, tempat nya nyaman",enak tempat nya nyaman,2025-11-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"kalo jam buka puasa padahal gampang tinggal itung meja yang ada sama jumlah orang yang ngantri, kalo udah full tinggal bilang meja full. ini malah didiemin lama bener antrian kaga jalan jalan, trus cuma bilang “nanti kita carikan meja” apa …",kalau jam buka puasa padahal gampang tinggal itung meja yang ada sama jumlah orang yang ngantri kalau sudah full tinggal bilang meja full ini malah didiemin lama benar antrian kaga jalan jalan terus cuma bilang nanti kita carikan meja apa,2024-04-17,Negatif
Gacoan Sawangan,Diedit 7 bulan lalu,2026-04-17,"tempat makanannya nyaman,pelayananya baik,makanannya juga enak…pokoknya the best",tempat makanannya nyamanpelayananya baikmakanannya juga enakpokoknya the best,2025-09-17,Positif
Gacoan Sawangan,6 bulan lalu,2026-04-17,"Tempatnya nyaman, dan bersih🫰🏻 …",tempatnya nyaman dan bersih,2025-10-17,Positif
Gacoan Sawangan,6 bulan lalu,2026-04-17,Sangat baik peyanan nya dan sangat ramah,sangat baik peyanan nya dan sangat ramah,2025-10-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Benar2 kecewa dengan servis resto gacoan sawangan ini. Saya ninggalin makanan sebentar (krn mau pesan makanan lagi) dan anak saya (umur 5 tahun) sedang main disekitaran meja, tapi PU nya sudah angkat semua makanan yg ada dimeja sampai …",benar2 kecewa dengan servis resto gacoan sawangan ini saya tinggalkan makanan sebentar karena mau pesan makanan lagi dan anak saya umur 5 tahun sedang main disekitaran meja tapi pu nya sudah angkat semua makanan yang ada dimeja sampai,2024-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,salah satu kasirnya kebnykan ngobrol sudah nanya menu ‘apa aja ka’ pas di sebutin malah ngobrol dan ketawa tawa sma temennya akhirny gua diem dulu wkwkwk dari pada gk di dengerin pas udh diem baru ditanya lagi kocak wkwk. sarannya sebaiknya klo sudah nanya menu di catat dulu klo customer sudah sepi baru ngobrol,salah satu kasirnya kebnykan bicara sudah tanya menu apa saja ka pas di sebutin malah bicara dan tertawa tawa sma temennya akhirny saya diam dulu wkwkwk dari pada tidak di dengerin pas sudah diam baru ditanya lagi kocak wkwk sarannya sebaiknya kalau sudah tanya menu di catat dulu kalau customer sudah sepi baru bicara,2024-04-17,Negatif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"untuk dari segi makanan dan tempat sangat nyaman, harga terjangkau..rekomended👍🏻👍🏻 …",untuk dari segi makanan dan tempat sangat nyaman harga terjangkaurekomended,2025-06-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Baru banget semalem kesini, disiomaynya ada belat*ng dong 1 biji dan udah mati, nyesel banget lupa foto, semalem mau komplain tp takut jadi rame, gaada niat menjatuhkan inimah, cuma mau reminder aja supaya kebersihan makanannya dijaga, agak kecewa karna sering makan disitu. Dan efeknya temen saya jadi diare sekarang😌 …",baru sekali semalam kesini disiomaynya ada belatng dong 1 biji dan sudah mati menyesal sekali lupa foto semalam mau komplain tapi takut jadi ramai tidak ada niat menjatuhkan inimah cuma mau reminder saja supaya kebersihan makanannya dijaga agak kecewa karena sering makan disitu dan efeknya teman saya jadi diare sekarang,2024-04-17,Negatif
Gacoan Sawangan,8 bulan lalu,2026-04-17,"tempatnya nyaman, pelayanan baik dan cepat",tempatnya nyaman pelayanan baik dan cepat,2025-08-17,Positif
Gacoan Sawangan,5 bulan lalu,2026-04-17,"Birthday party nya seruu, karyawan ya seruuu",birthday party nya seruu karyawan ya seruuu,2025-11-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"kesini pas lebaran , antrian ga panjang. makanan disajiinya cepat banget kurang dari 15 menit. pangsit nya lembut. udang kejunya parah si wajib dipesan.",kesini pas lebaran antrian tidak panjang makanan disajiinya cepat sekali kurang dari 15 menit pangsit nya lembut udang kejunya parah si wajib dipesan,2024-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,"Sering makan disini tapi ntah kenapa hari ini bener2 kecewa bgt, dari pelayanan Pesen makanan hampir 1 jam gak Dateng2 baru minumannya doang sedangkan yg Dateng after saya itu udh Dateng semua makannya. Dan pelayan pun lama bgt saya udh …",sering makan disini tapi entah kenapa hari ini benar-benar kecewa sangat dari pelayanan pesan makanan hampir 1 jam tidak dateng2 baru minumannya saja sedangkan yang datang after saya itu sudah datang semua makannya dan pelayan pun lama sangat saya sudah,2025-04-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Pesan take away note yg tertulis pada kemasan tidak jelas, tulisan seperti orang yang tidak sekolah. Ini sy pesan untuk anak2 juga.. ada pesananan yg level 0( tidak pedas) . Terpaksa harus di bongkar kotak nya cek satu2 karena note pada kotak ga jelas. Tolong diperbaiki!",pesan take away note yang tertulis pada kemasan tidak jelas tulisan seperti orang yang tidak sekolah ini saya pesan untuk anak2 juga ada pesananan yang level 0 tidak pedas terpaksa harus di bongkar kotak nya cek satu2 karena note pada kotak tidak jelas tolong diperbaiki,2024-04-17,Negatif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"Tempatnya clean, pelayanannya fast, dan konsistensi rasanya terjaga banget",tempatnya clean pelayanannya fast dan konsistensi rasanya terjaga sekali,2025-06-17,Positif
Gacoan Sawangan,3 bulan lalu,2026-04-17,makanan nya enak,makanan nya enak,2026-01-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Mie Gacoan agak berminyak, mungkin dari sambalnya meskipun level 1. Pelayanan bagus: restaurant harga kaki 5 tapi servis tidak kalah dengan restaurant bintang 5. …",mie gacoan agak berminyak mungkin dari sambalnya meskipun level 1 pelayanan bagus restaurant harga kaki 5 tapi servis tidak kalah dengan restaurant bintang 5,2025-04-17,Negatif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"Makanannya enak, dan pelayanannya cepat, cuma emang maknya kurang kedengeran",makanannya enak dan pelayanannya cepat cuma memang maknya kurang kedengeran,2025-06-17,Negatif
Gacoan Sawangan,3 bulan lalu,2026-04-17,pelayannya baik ramah,pelayannya baik ramah,2026-01-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"Makananya enak, tempatnya nyaman, custumer experience nya yang namanya giska juga cantik🥰 …",makananya enak tempatnya nyaman custumer experience nya yang namanya giska juga cantik,2025-06-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,Enak pelayanannya cepat pegawai ramah Tempatnya nyaman,enak pelayanannya cepat pegawai ramah tempatnya nyaman,2025-07-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"Mienya enak tapi lumayan berminyak pangsitnya mengecil, nunggunya gk terlalu lama",mienya enak tapi lumayan berminyak pangsitnya mengecil nunggunya tidak terlalu lama,2025-07-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Tempatnya besar, luas ada indoor dan outdoor tapi sayangannya meja nya tidak ada yang besar hanya muat 4-6 orang saja itu juga harus berdempet. Makanannya enak semua, cepat juga pelayanannya, asik buat jadi tempat nongkrong bareng temen atau keluarga.",tempatnya besar luas ada indoor dan outdoor tapi sayangannya meja nya tidak ada yang besar hanya muat 46 orang saja itu juga harus berdempet makanannya enak semua cepat juga pelayanannya asik buat jadi tempat nongkrong bareng teman atau keluarga,2024-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Akses untuk disabilitas ada tapi tidak difungsikan. Minta ke stafnya untuk dibukakan pintu untuk kursi roda buat penyandang disabilitas juga tidak ditanggapin, terlalu 😭 …",akses untuk disabilitas ada tapi tidak difungsikan minta ke stafnya untuk dibukakan pintu untuk kursi roda buat penyandang disabilitas juga tidak ditanggapin terlalu,2025-04-17,Negatif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"Tempatnya comfy, terus makanannua selalu enak.. murah lgii",tempatnya comfy terus makanannua selalu enak murah lgii,2025-07-17,Positif
Gacoan Sawangan,10 bulan lalu,2026-04-17,"makanannya  enak, pelayanan nya baik, suasananya nyaman.",makanannya enak pelayanan nya baik suasananya nyaman,2025-06-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,Pelayanan dan makanan nya oke semua,pelayanan dan makanan nya oke semua,2025-07-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Sudah 3 kali makan di sini, tapi kemarin pesen mie gacoan level 4 ga pedas ya. Biasa pesan level 2 sudah pedas. Banyak jamet sama OBK pada merokok. Ga nyaman banget, padahal banyak anak2. Kenapa bisa ya tempat makan di perbolehkan merokok, bahkan di sediakan asbak.",sudah 3 kali makan di sini tapi kemarin pesan mie gacoan level 4 tidak pedas ya biasa pesan level 2 sudah pedas banyak jamet sama obk pada merokok tidak nyaman sekali padahal banyak anak2 kenapa bisa ya tempat makan di perbolehkan merokok bahkan di sediakan asbak,2024-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,"Gue kesel bangeet sama karyawan yg tukang ngambil piring kotor itu ,org milih bangku doang di permasalahin , sm kasir ganti kursi aj boleh ko Tolong di benerin tuh karyawannya jgan ngatur2 org mau duduk dimana …",saya kesal bangeet sama karyawan yang tukang ambil piring kotor itu orang pilih bangku saja di permasalahin sama kasir ganti kursi saja boleh ko tolong di benerin tuh karyawannya jangan ngatur2 orang mau duduk dimana,2025-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,Tempat nyaman pelayan baik rasanya mntap dan bikin nagih next gk akan bosen udah ksni 5x bakaln balik lgi gk akan pernah bosen deh,tempat nyaman pelayan baik rasanya mntap dan bikin nagih next tidak akan bosan sudah ksni 5x bakaln balik lagi tidak akan pernah bosan deh,2025-04-17,Positif
Gacoan Sawangan,11 bulan lalu,2026-04-17,"buat kalian yang tinggal di daerah sawangan dan mau coba gacoan cepet ke sini deh karena tempat nya yang nyaman, dan karyawan nya yang ramah",buat kalian yang tinggal di daerah sawangan dan mau coba gacoan cepat ke sini deh karena tempat nya yang nyaman dan karyawan nya yang ramah,2025-05-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Tempat yang sangat nyaman dan pelayanan nya sangat baik dan ramah, semangat kaaaa",tempat yang sangat nyaman dan pelayanan nya sangat baik dan ramah semangat kaaaa,2025-04-17,Positif
Gacoan Sawangan,6 bulan lalu,2026-04-17,mantap! aku suka makan disini🩷🩷🩷 …,mantap saya suka makan disini,2025-10-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Pelayanan kasir yg namanya Farah kurang baik Entah budeg atau emang cuek melayani customer Pesanan banyak yg tidak terinput lengkap, muka judes jutek …",pelayanan kasir yang namanya farah kurang baik entah budeg atau memang cuek melayani customer pesanan banyak yang tidak terinput lengkap muka judes jutek,2025-04-17,Negatif
Gacoan Sawangan,2 bulan lalu,2026-04-17,"KERENNN, KENYANGG, CREAMYY, YUMMYYY, kesya husna dera kinara loveu",kerennn kenyangg creamyy yummyyy kesya husna dera kinara loveu,2026-02-17,Positif
Gacoan Sawangan,9 bulan lalu,2026-04-17,"tempatnyaa bagus,bersih dan pelayannya baik baik! 🥰❤️ …",tempatnyaa bagusbersih dan pelayannya baik baik,2025-07-17,Positif
Gacoan Sawangan,6 bulan lalu,2026-04-17,sudah 3 tahun langganan tetap tidak berubah good,sudah 3 tahun langganan tetap tidak berubah good,2025-10-17,Negatif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"So far so good, harga affordable, tempat duduk banyak, nunggu sekitar 20 menit sampai makanan tersedia, minusnya banyak perokok aja sih. Semoga kedepannya ada area khusus perokok. Kasihan soalnya banyak anak-anak yang ikut datang.",so far so good harga affordable tempat duduk banyak nunggu sekitar 20 menit sampai makanan tersedia minusnya banyak perokok saja sih semoga kedepannya ada area khusus perokok kasihan soalnya banyak anakanak yang ikut datang,2024-04-17,Negatif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"Tempat nya ademm , terus gak terlalu Ngantriii",tempat nya ademm terus tidak terlalu ngantriii,2025-09-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"pelayanan nya kurang baik dan kurang care,jelas jelas pesanan salah tp tidak ada permintaan maaf,malah blg uda di catat di pesanan,org psn lv brp yg dteng lv brp ditegor gd permintaan maaf klo emg ga denger bisa tanya ulang sm yg mesen.",pelayanan nya kurang baik dan kurang carejelas jelas pesanan salah tapi tidak ada permintaan maafmalah bilang sudah di catat di pesananorg psn lv berapa yang dteng lv berapa ditegor gd permintaan maaf kalau memang tidak dengar bisa tanya ulang sama yang pesan,2025-04-17,Negatif
Gacoan Sawangan,setahun lalu,2026-04-17,"Tempat gede dan luas, enak gak banyak ngantri. Makanan enak, pelayanan ramah. Terimakasih.",tempat gede dan luas enak tidak banyak ngantri makanan enak pelayanan ramah terimakasih,2025-04-17,Positif
Gacoan Sawangan,setahun lalu,2026-04-17,"Makanannya enak apalagi udang kejunya favorit bgt 🖤 tempat khususnya meja selalu dibersihin, pelayanannya sudah membaik dan lumayan cepat …",makanannya enak apalagi udang kejunya favorit sangat tempat khususnya meja selalu dibersihin pelayanannya sudah membaik dan lumayan cepat,2025-04-17,Positif
Gacoan Sawangan,6 bulan lalu,2026-04-17,Sangat nyaman dan makanannya enak,sangat nyaman dan makanannya enak,2025-10-17,Positif
Gacoan Sawangan,2 tahun lalu,2026-04-17,"Semenjak sudah mulai sertifikasi halal, baru mau nyobain, dan yang ini depan rumah jadi deket. Makanya selalu rame dan antri ya, karena murah. Rasa enak, level pedesnya katanya ga sepedes jaman nama setan-iblis. Lebih disesuaikan lidah. …",semenjak sudah mulai sertifikasi halal baru mau coba dan yang ini depan rumah jadi deket makanya selalu ramai dan antri ya karena murah rasa enak level pedesnya katanya tidak sepedes jaman nama setaniblis lebih disesuaikan lidah,2024-04-17,Negatif
Gacoan Sawangan,8 bulan lalu,2026-04-17,Pelayanan nya baik dan ramah apalagi yg nama nya giska💗 …,pelayanan nya baik dan ramah apalagi yang nama nya giska,2025-08-17,Positif
Gacoan Sawangan,7 bulan lalu,2026-04-17,"Mienya pedasnya pas, pelayanannya cepat dan ga ribet",mienya pedasnya pas pelayanannya cepat dan tidak ribet,2025-09-17,Positif
Gacoan Sawangan,6 bulan lalu,2026-04-17,pelayanannya cepat dan bagus,pelayanannya cepat dan bagus,2025-10-17,Positif
